,Name,Image_x,Gender,Personality,Species,Birthday,Horoscope,Initial_Phrase,Initial Clothes,Home_Request,Skill,Goal,Coffee,Style,Favorite_Song,Appearances,Rank_Overall,Rank,Image_y,Updated Date,Tier
143,Prince,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/Prince_NewLeaf_Official.png/revision/latest?cb=20130721204925,Male,Lazy,Frog,July 21st (Cancer),Cancer,"""burrup""",Yellow-Bar TeeYellow Striped Shirt (NH),A barbershop for beards,Playing Old Maid,Carpenter,"Kilimanjaro, None at all, None at all",Historical,To The Edge,"AF, AF+, AC, AFe+, CF, NL, HHD, PC, NH",350,102,https://www.animalcrossingportal.com/images/villagers/icons/prince.png,1st May 2020,Tier 6
160,Puck,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/PuckNH.png/revision/latest?cb=20200330231824,Male,Lazy,Penguin,February 21st (Pisces),Pisces,"""brrrrrrrrr""",BB Tee,A chilly room for icy sports,Doing Handstands,Superhero,"Blend, A little bit of milk,  One sugar",Sporty,K.K. Casbah,"AF, AF+, AC, AFe+, CF, NL, HHD, PC, NH",351,103,https://www.animalcrossingportal.com/images/villagers/icons/puck.png,1st May 2020,Tier 6
373,Queenie,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/Queenie_NH.png/revision/latest/scale-to-width-down/271?cb=20200308185226,Female,Snooty,Ostrich,November 13th (Scorpio),Scorpio,"""chicken""","Laced Shirt (AC, WW, CF), Amethyst Tee (NL)",A world of black and white,Hitting Snooze,Dancer,"Kilimanjaro, A little bit of milk, One spoonful of sugar",Ornate,K.K. Gumbo,"AF, AF+, AC, AFe+, WW, CF, NL, NH",352,104,https://www.animalcrossingportal.com/images/villagers/icons/queenie.png,1st May 2020,Tier 6
312,Quillson,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5b/Quillson_HD.png/revision/latest/scale-to-width-down/350?cb=20180518162105,Male,Smug,Duck,December 22nd (Capricorn),Capricorn,"""ridukulous""",Tan Puffy Vest,A recording studio,Skimming Books,Musician,"Kilimanjaro,Just a little bit of milk,One spoonful of sugar",Sporty,K.K. Groove,"NL, NH",353,105,https://www.animalcrossingportal.com/images/villagers/icons/quillson.png,1st May 2020,Tier 6
43,Rasher,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/Rasher_-_Animal_Crossing_New_Leaf.png/revision/latest/scale-to-width-down/276?cb=20130708042943,Male,Cranky,Pig,April 7th (Aries),Aries,"""swine""","Fortune Shirt (AC) Rugby Tee (WW, CF, NL)",Heist central,Staying Up Late,Ceo,"Blue Mountain,A little bit of milk,One spoonful of sugar",Rock 'N' Roll,K.K. Faire,"AF, AF+, AC, AFe+, WW, CF, NL, HHD, NH",354,106,https://www.animalcrossingportal.com/images/villagers/icons/rasher.png,1st May 2020,Tier 6
219,Rhonda,https://vignette.wikia.nocookie.net/animalcrossing/images/d/df/Rhonda_NH.png/revision/latest/scale-to-width-down/335?cb=20200312014814,Female,Normal,Rhino,January 24th (Aquarius),Aquarius,"""bigfoot""","Bodice (CF)Corseted Shirt (NL, PC)",A relaxing island getaway,Making Crafts,Writer,"Mocha,Lots of milk,Three spoonfuls of sugar",Ornate,K.K. Ballad,"WW, CF, NL, HHD, PC, NH",355,107,https://www.animalcrossingportal.com/images/villagers/icons/rhonda.png,1st May 2020,Tier 6
152,Rex,https://vignette.wikia.nocookie.net/animalcrossing/images/a/aa/Rex_HD.png/revision/latest/scale-to-width-down/350?cb=20180518164520,Male,Lazy,Lion,July 24th (Leo),Leo,"""cool cat""",Blue-Bar Tee,Unknown,Chugging Milk,Forest Ranger,"Blend,A little bit of milk,1 spoonful of sugar",Basic,Wandering,"AF, AF+, AC, AFe+, NL, HHD, PC, NH",356,108,https://www.animalcrossingportal.com/images/villagers/icons/rex.png,1st May 2020,Tier 6
46,Ricky,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8d/Ricky_NH.png/revision/latest?cb=20200309021120,Male,Cranky,Squirrel,September 14th (Virgo),Virgo,"""nutcase""",Three-Ball Tee,A chiropractic office,Making Faces,Detective,"Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar",Iconic,K.K. Western,"AF, AF+, AC, AFe+, NL, NH",357,109,https://www.animalcrossingportal.com/images/villagers/icons/ricky.png,1st May 2020,Tier 6
39,Rizzo,https://vignette.wikia.nocookie.net/animalcrossing/images/e/eb/Rizzo.png/revision/latest?cb=20200428052125,Male,Cranky,Mouse,January 17th (Capricorn),Capricorn,"""squee""",Lavender Robe (Animal Crossing)Ninja Shirt (New Leaf),A hideout,Subsistence Living,Police Officer,"Mocha,No milk,No sugar",Iconic,K.K. Lament,"AF, AF+, AC, AFe+, CF, NL, PC, NH",358,110,https://www.animalcrossingportal.com/images/villagers/icons/rizzo.png,1st May 2020,Tier 6
338,Robin,https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/Robin_NewLeaf_Official.png/revision/latest/scale-to-width-down/278?cb=20130721210225,Female,Snooty,Bird,December 4th (Sagittarius),Sagittarius,"""la-di-da""",Kiwi Tee,A country teahouse,Skimming Books,Dermatologist,"Blue Mountain,The regular amount of milk,Two spoonfuls of sugar",Official,K.K. Bossa,"AF, AF+, AC, AFe+, WW, CF, NL, HHD, PC, NH",359,111,https://www.animalcrossingportal.com/images/villagers/icons/robin.png,1st May 2020,Tier 6
31,Rocco,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/Rocco_-_Animal_Crossing_New_Leaf.png/revision/latest/scale-to-width-down/350?cb=20130708043230,Male,Cranky,Hippo,August 18th (Leo),Leo,"""hippie""",Danger Tee,A danger-filled zone,Making Puns,Boxer,"Mocha,No milk,No sugar",Iconic,K.K. Lament,"AF, AF+, AC, AFe+, WW, CF, NL, HHD, PC, NH",360,112,https://www.animalcrossingportal.com/images/villagers/icons/rocco.png,1st May 2020,Tier 6
115,Rodeo,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7f/Rodeo_-_Animal_Crossing_New_Leaf.png/revision/latest/scale-to-width-down/305?cb=20130708043412,Male,Lazy,Bull,October 29th (Scorpio),Scorpio,"""chaps""",Beatnik Tee(NL) Graduation Gown(NH),A milk factory,Spoon Bending,Astronaut,"Blue Mountain,  The regular amount of milk,  Two spoonfuls of sugar",Historical,Stale Cupcakes,"WW, CF, NL, HHD, PC, NH",361,113,https://www.animalcrossingportal.com/images/villagers/icons/rodeo.png,1st May 2020,Tier 6
319,Rodney,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e4/Rodney_HHD.png/revision/latest?cb=20161013033914,Male,Smug,Hamster,November 10th (Scorpio),Scorpio,"""le ham""",Red-Bar Tee,A production studio,Hitting Snooze,Chef,"Blend, The regular amount of milk,Two spoonfuls of sugar",Flashy,K.K. Rockabilly,"NL, NH",362,114,https://www.animalcrossingportal.com/images/villagers/icons/rodney.png,1st May 2020,Tier 6
91,Rory,https://vignette.wikia.nocookie.net/animalcrossing/images/e/eb/Rory.png/revision/latest/scale-to-width-down/289?cb=20200428051119,Male,Jock,Lion,August 7th (Leo),Leo,"""capital""",Periwinkle Tee,Unknown,Tiptoeing,Firefighter,"Mocha,Lots of milk,Three spoonfuls of sugar",Iconic,K.K. Faire,"NL, NH",363,115,https://www.animalcrossingportal.com/images/villagers/icons/rory.png,1st May 2020,Tier 6
211,Sandy,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a9/Sandy_NH.png/revision/latest/scale-to-width-down/261?cb=20200308185329,Female,Normal,Ostrich,October 21st (Libra),Libra,"""speedy""",Blue Scale Shirt (AFe+)Wide-Stripe Tee (NL)Wide-Stripe Tank (NH),Unknown,Making Puns,Artist,"Blend,No milk,No sugar",Unknown,K.K. Soul,"AF, AF+, AC, AFe+, NL, PC, NH",364,116,https://www.animalcrossingportal.com/images/villagers/icons/sandy.png,1st May 2020,Tier 6
95,Samson,https://vignette.wikia.nocookie.net/animalcrossing/images/c/ca/Samson_NewLeaf_Official.png/revision/latest?cb=20130721211721,Male,Jock,Mouse,July 5 (Cancer),Cancer,"""pipsqueak""",Airy Tee,A room with treasure,Eating Frequently,Photographer,"Mocha,  No milk,  No sugar",Modern,Go K.K. Rider!,"AF, AF+, AC, AFe+, WW, CF, NL, NH",365,117,https://www.animalcrossingportal.com/images/villagers/icons/samson.png,1st May 2020,Tier 6
337,Snooty,https://vignette.wikia.nocookie.net/animalcrossing/images/2/21/Snooty_HD.png/revision/latest/scale-to-width-down/350?cb=20180518155926,Female,Snooty,Anteater,October 24th (Scorpio),Scorpio,"""snifffff""",Blossoming Shirt AFe+Misty Shirt NL,Unknown,Calligraphy,Archaeologist,"Kilimanjaro, A little bit of milk,1 spoonful of sugar",Historical,Imperial K.K.,"AF, AF+, AC, AFe+, NL, NH",366,118,https://www.animalcrossingportal.com/images/villagers/icons/snooty.png,1st May 2020,Tier 6
45,Spike,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/Spike_NH.png/revision/latest/scale-to-width-down/350?cb=20200317172328,Male,Cranky,Rhino,June 17th (Gemini),Gemini,"""punk""",Skull Tee(AFe+ - PC)GOLD Tee(NH),Unknown,Climbing Trees,Actor,"Kilimanjaro,The regular amount of milk,2 spoonfuls of sugar",Unknown,Unknown,"AF, AF+, AC, AFe+, NL, NH",367,119,https://www.animalcrossingportal.com/images/villagers/icons/spike.png,1st May 2020,Tier 6
163,Crackle,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/Spork_NewHorizons.png/revision/latest?cb=20200408191029,Male,Lazy,Pig,September 3rd (Virgo),Virgo,"""snork""",Jade Plaid Tee,A school cafeteria,Chugging Milk,Poet,"Kilamanjaro,Lots of milk,Three spoonfuls of sugar",Basic,K.K. Mambo,"AF, AF+, AC, AFe+, CF, NL, HHD, NH",368,120,https://www.animalcrossingportal.com/images/villagers/icons/crackle.png,1st May 2020,Tier 6
96,Sprocket,https://vignette.wikia.nocookie.net/animalcrossing/images/4/44/Sprocket_NH-0.png/revision/latest/scale-to-width-down/259?cb=20200505225416,Male,Jock,Ostrich,December 1st (Sagittarius),Sagittarius,"""zort""",No. 67 Shirt,Unknown,Air Guitar,Guitarist,"Mocha,The regular amount of milk,2 spoonfuls of sugar",Unknown,K.K. Metal,"AF, AF+, AC, AFe+, NL, NH",369,121,https://www.animalcrossingportal.com/images/villagers/icons/sprocket.png,1st May 2020,Tier 6
291,Sylvia,https://vignette.wikia.nocookie.net/animalcrossing/images/9/91/Sylvia_HD.png/revision/latest/scale-to-width-down/350?cb=20180518163917,Female,Sisterly,Kangaroo,May 3rd (Taurus),Taurus,"""boing""",Yellow Aloha Tee,A place with a pool.,Playing Jacks,Tour Guide,"Mocha,No milk,No sugar",Ornate,Rockin' K.K.,"AFe+, NL, NH",370,122,https://www.animalcrossingportal.com/images/villagers/icons/sylvia.png,1st May 2020,Tier 6
80,Tad,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d9/Tad_HD.png/revision/latest/scale-to-width-down/350?cb=20180518162800,Male,Jock,Frog,August 3rd (Leo),Leo,"""sluuuurp""",One-Ball Tee,Unknown,Telling Jokes,Ceo,"Mocha,A little bit of milk,1 spoonful of sugar",Unknown,Wandering,"AF, AF+, AC, AFe+, NL, NH",371,123,https://www.animalcrossingportal.com/images/villagers/icons/tad.png,1st May 2020,Tier 6
254,Tammi,https://vignette.wikia.nocookie.net/animalcrossing/images/5/54/Tammi_NewLeaf_Official.png/revision/latest/scale-to-width-down/297?cb=20130818042257,Female,Peppy,Monkey,April 2nd (Aries),Aries,"""chimpy""",New Spring Tee,Unknown,Making Puns,Artist,"Mocha,  The regular amount of milk,  Two spoonfuls of sugar",Flashy,Imperial K.K.,"WW, CF, NL, NH",372,124,https://www.animalcrossingportal.com/images/villagers/icons/tammi.png,1st May 2020,Tier 6
386,Tasha,https://vignette.wikia.nocookie.net/animalcrossing/images/4/45/Tasha.png/revision/latest/scale-to-width-down/350?cb=20200309023350,Female,Snooty,Squirrel,November 30th (Sagittarius),Sagittarius,"""nice nice""","Leather Jerkin (AFe+)Shearling Coat (NL, PC)",Unknown,Photography,Hair Stylist,"Mocha,The regular amount of milk,2 spoonfuls of sugar",Unknown,K.K. Disco,"AFe+, NL, PC, NH",373,125,https://www.animalcrossingportal.com/images/villagers/icons/tasha.png,1st May 2020,Tier 6
9,T-Bone,https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/TBone_NewLeaf_Official.png/revision/latest/scale-to-width-down/303?cb=20130721212940,Male,Cranky,Bull,May 20th (Taurus),Taurus,"""moocher""","Yellow Pinstripe (AC),  Hanten Shirt (NL)",A fire-filled hot spot,Pretending To Sleep,Police Officer,"Kilimanjaro,No milk,No sugar",Historical,K.K. Steppe,"AF, AF+, AC, AFe+, NL, NH",374,126,https://www.animalcrossingportal.com/images/villagers/icons/t-bone.png,1st May 2020,Tier 6
329,Tex,https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/Tex_HD.png/revision/latest/scale-to-width-down/350?cb=20180518165202,Male,Smug,Penguin,October 6th (Libra),Libra,"""picante""",Blue Letter Jacket,A rehearsal room for a band,Sprinting,Basketball Player,"Kilimanjaro,The regular amount of milk,Two spoonfuls of sugar",Rock 'N' Roll,K.K. Metal,"NL, HHD, PC, NH",375,127,https://www.animalcrossingportal.com/images/villagers/icons/tex.png,1st May 2020,Tier 6
262,Truffles,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6b/Truffles_NewLeaf_Official.png/revision/latest/scale-to-width-down/307?cb=20130806164452,Female,Peppy,Pig,July 28th (Leo),Leo,"""snoutie""","Turnip Top (AC, WW, CF)Fern Tee (NL, PC)",A constant quiz show,Trivia,Actor,"Blue Mountain,  A little bit of milk, One spoonful of sugar",Cute,Neapolitan,"AF, AF+, AC, AFe+, WW, CF, NL, HHD, PC, NH",376,128,https://www.animalcrossingportal.com/images/villagers/icons/truffles.png,1st May 2020,Tier 6
109,Tybalt,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/Tybalt.png/revision/latest/scale-to-width-down/289?cb=20200308194935,Male,Jock,Tiger,August 19th (Leo),Leo,"""grrRAH""","Two-Ball Shirt (AF, AC, WW, CF, NL)Simple Parka (NH)",Unknown,Bunting,Soccer Player,"Kilimanjaro,No milk,No sugar",Unknown,K.K. Salsa,"AF, AF+, AC, AFe+, NL, NH",377,129,https://www.animalcrossingportal.com/images/villagers/icons/tybalt.png,1st May 2020,Tier 6
280,Ursala,https://vignette.wikia.nocookie.net/animalcrossing/images/b/bd/Ursala_HD.png/revision/latest/scale-to-width-down/350?cb=20180518170342,Female,Sisterly,Bear,January 16th (Capricorn),Capricorn,"""grooomph""",Pastel-Stripe Tee,Unknown,Staying Positive,Florist,"Mocha,No milk, No sugar",Unknown,K.K. Country,"AF, AF+, AC, AFe+,NL, NH",378,130,https://www.animalcrossingportal.com/images/villagers/icons/ursula.png,1st May 2020,Tier 6
359,Velma,https://vignette.wikia.nocookie.net/animalcrossing/images/8/89/Velma_NewLeaf_Official.png/revision/latest/scale-to-width-down/312?cb=20130721213040,Female,Snooty,Goat,January 14th (Capricorn),Capricorn,"""blih""","Cool Shirt,Swell Tee (NL)",A fully outfitted classroom,Speed Reading,Lawyer,"Mocha,Lots of milk,Three spoonfuls of sugar",Official,K.K. Étude,"AF, AF+, AC, AFe+, NL NH",379,131,https://www.animalcrossingportal.com/images/villagers/icons/velma.png,1st May 2020,Tier 6
10,Vic,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5f/Vic_HHD.png/revision/latest?cb=20160624002946,Male,Cranky,Bull,December 29th (Capricorn),Capricorn,"""cud""",Scale-Armor Suit,A pirate's refuge,Doing Push-Ups,Archaeologist,"Blue Mountain,Regular amount of milk,Two spoonfuls of sugar",Historical,Lucky K.K.,"NL, HHD, PC, NH",380,132,https://www.animalcrossingportal.com/images/villagers/icons/vic.png,1st May 2020,Tier 6
252,Victoria,https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/Victoria_NewLeaf_Official.png/revision/latest/scale-to-width-down/324?cb=20130721213141,Female,Peppy,Horse,July 11th (Cancer),Cancer,"""sugar cube""","Racer 6 shirt (AFe+)One-Ball Tee (WW, CF)",A lucky yellow room,Playing Horseshoes,Marathon Runner,"Mocha,Just a little bit of milk,One spoonful of sugar",Sporty,K.K. Country,"AFe+, WW, CF, NL, NH",381,133,https://www.animalcrossingportal.com/images/villagers/icons/victoria.png,1st May 2020,Tier 6
360,Violet,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/Violet_NewLeaf_Official.png/revision/latest/scale-to-width-down/318?cb=20130721213423,Female,Snooty,Gorilla,September 1st (Virgo),Virgo,"""sweetie""",Red Aloha Shirt (AFe+)Misty Tee (CF)(NL),A homey little restaurant,Blowing Bubbles,Pharmacist,"Mocha,Lots of milk,Three spoonfuls of sugar",Historical,K.K. Faire,"AFe+, CF, NL, NH",382,134,https://www.animalcrossingportal.com/images/villagers/icons/violet.png,1st May 2020,Tier 6
15,Vladimir,https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/VladNewHorizons.png/revision/latest?cb=20200416053446,Male,Cranky,Cub,August 2nd (Leo),Leo,"""nyet""",Tiger Print (AC)Lite Polka Tee (CF)Striped Shirt (Purple) (NH),A way below ground,Belly Dancing,Movie Director,"Mocha,Lots of milk,Three spoonfuls of sugar",Flashy,Agent K.K.,"AF, AF+, AC, AFe+, CF, NL, NH",383,135,https://www.animalcrossingportal.com/images/villagers/icons/vladimir.png,1st May 2020,Tier 6
161,Wade,https://vignette.wikia.nocookie.net/animalcrossing/images/b/bb/Wade_HD.png/revision/latest/scale-to-width-down/350?cb=20180518165210,Male,Lazy,Penguin,October 30th (Scorpio),Scorpio,"""so it goes""","Spade Shirt (AFe+, NL)Frog Shirt (NH)",Unknown,Rock Paper Scissors,Explorer,"Blue Mountain,No milk,No sugar",Unknown,K.K. Jongara,"AFe+, NL, NH",384,136,https://www.animalcrossingportal.com/images/villagers/icons/wade.png,1st May 2020,Tier 6
133,Walker,https://vignette.wikia.nocookie.net/animalcrossing/images/a/ae/Walker_-_Animal_Crossing_New_Leaf.png/revision/latest/scale-to-width-down/306?cb=20130708045047,Male,Lazy,Dog,June 10th (Gemini),Gemini,"""wuh""",No. 67 Shirt,A dream room...for a bike,Clearing My Plate,Photographer,"Mocha,The regular amount of milk,Two spoonfuls of sugar",Historical,Two Days Ago,"AFe+, WW, CF, NL",385,137,https://www.animalcrossingportal.com/images/villagers/icons/walker.png,1st May 2020,Tier 6
34,Walt,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/WaltNH_Render.png/revision/latest/scale-to-width-down/295?cb=20200429195525,Male,Cranky,Kangaroo,April 24th (Taurus),Taurus,"""pockets""",Jinbei Top(NL) Casual Kimono(NH),A shrine to samurai,Rock Paper Scissors,Carpenter,"Blue Mountain,Just a little bit of milk,One spoonful of sugar",Iconic,Agent K.K.,"NL, NH",386,138,https://www.animalcrossingportal.com/images/villagers/icons/walt.png,1st May 2020,Tier 6
25,Wart Jr.,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/WartJr_NewLeaf_Official.png/revision/latest?cb=20130818042408,Male,Cranky,Frog,August 21st (Leo),Leo,"""grr-ribbit""","Static Shirt (AF, AC)   Sharp Outfit  (WW, CF, NL) ",A bonsai shrine,Writing Backwards,Detective,"Blue Mountain,The regular amount of milk,Two spoonfuls of sugar",Historical,To The Edge,"AF, AF+, AC, AFe+, WW, CF, NL, HHD, NH",387,139,https://www.animalcrossingportal.com/images/villagers/icons/wartjr.png,1st May 2020,Tier 6
137,Weber,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c2/Weber_HD.png/revision/latest/scale-to-width-down/350?cb=20180410104325,Male,Lazy,Duck,June 30th (Cancer),Cancer,"""quaa""",Fish Knit AFe+Bubble Tee NL,Unknown,Beat Boxing,Musician,"Blue Mountain, Lots of milk, 3 spoonfuls of sugar",Unknown,K.K. Fusion,"AF, AF+, AC, AFe+, NL, NH",388,140,https://www.animalcrossingportal.com/images/villagers/icons/weber.png,1st May 2020,Tier 6
271,Wendy,https://vignette.wikia.nocookie.net/animalcrossing/images/2/23/Wendy_NH.png/revision/latest/scale-to-width-down/350?cb=20200312022248,Female,Peppy,Sheep,August 15th (Leo),Leo,"""lambkins""",Watermelon Tank,A place to spin records,Ventriloquism,Violinist,"House blend,The regular amount of milk,Two spoonfuls of sugar",Flashy,K.K. Bossa,"CF, NL, HHD, PC, NH",389,141,https://www.animalcrossingportal.com/images/villagers/icons/wendy.png,1st May 2020,Tier 6
253,Winnie,https://vignette.wikia.nocookie.net/animalcrossing/images/6/60/Winnie_NewLeaf_Official.png/revision/latest/scale-to-width-down/297?cb=20130726030905,Female,Peppy,Horse,January 31st (Aquarius),Aquarius,"""hay-OK""",Cow Tee,A stable for horses,Tiptoeing,Volleyball Player,"Mocha, Just a little bit of milk,  One spoonful of sugar",Modern,My Place,"AF, AF+, AC, AFe+, CF, NL, NH",390,142,https://www.animalcrossingportal.com/images/villagers/icons/winnie.png,1st May 2020,Tier 6
367,Yuka,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b1/Yuka_HD.png/revision/latest/scale-to-width-down/350?cb=20180518164201,Female,Snooty,Koala,July 20th (Cancer),Cancer,"""tsk tsk""",Lemon Gingham Tee,A jungle,Staying Up Late,Journalist,"Kilimanjaro,Lots of milk,Three spoonfuls of sugar",Modern,Soulful K.K.,"AF, AF+, AC, AFe+, WW, CF, NL, NH",391,143,https://www.animalcrossingportal.com/images/villagers/icons/yuka.png,1st May 2020,Tier 6
